Main food description,Protein,Carbohydrate,Fiber,Vitamin A,Thiamin,Riboflavin,Niacin,Vitamin B-6,Folate,Vitamin B-12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Phosphorus,Magnesium,Iron,Zinc,Copper,Selenium,Potassium,Sodium,Theobromine
Veal Marsala,16.66,6.52,0.4,0.035625,0.088,0.261,6.343,0.191,0.021,0.00066,1.4,0,0.65,0.0196,9,153,21,1.07,1.83,0.125,0.00001,286,144,0
Veal parmigiana,15.33,8.29,0.8,0.040916667,0.093,0.259,3.833,0.247,0.015,0.00103,2,0.001,1.09,0.0056,122,216,33,1.25,1.74,0.103,0.0000162,248,436,0
Veal cordon bleu,20.69,9.26,0.6,0.042958333,0.176,0.288,6.679,0.268,0.027,0.00097,1.8,0.0001,0.66,0.0282,101,224,25,1.35,2.52,0.109,0.0000167,279,466,0
Venison or deer with tomato-based sauce,25.64,1.59,0.4,0.00025,0.113,0.476,5.459,0.363,0.01,0.00213,2,0,0.95,0.0019,9,190,24,3.78,6.09,0.233,0.0000125,307,347,0
Venison or deer with gravy,25.48,1.58,0,0,0.114,0.473,5.26,0.342,0.008,0.00213,0,0,0.55,0.0012,7,188,20,3.52,6.04,0.204,0.0000124,231,345,0
Chili con carne with venison/deer and beans,8.26,7.21,2.4,0.000666667,0.325,0.126,2.69,0.194,0.012,0.00054,5.6,0,0.72,0.0044,28,96,20,1.52,1.48,0.097,0.0000032,279,304,0
Chicken or turkey cacciatore,13.19,6.94,1.1,0.00875,0.231,0.173,4.319,0.193,0.016,0.00024,5.6,0.0001,1.02,0.0041,42,138,21,1.02,0.84,0.118,0.0000163,290,664,0
Spaghetti sauce with poultry,6.32,6.54,1.5,0.004208333,0.034,0.081,4.897,0.229,0.012,0.00015,1.6,0,1.99,0.0113,26,74,20,0.82,0.53,0.084,0.0000062,313,409,0
Spaghetti sauce with poultry and added vegetables,6.33,6.04,1.4,0.00425,0.041,0.096,4.497,0.228,0.014,0.00015,9.4,0,1.62,0.0094,23,77,20,0.83,0.58,0.106,0.0000067,304,329,0
Stewed chicken with tomato-based sauce Mexican style,11.98,2.46,0.5,0.004333333,0.045,0.097,3.523,0.137,0.008,0.00016,3.4,0,0.87,0.002,12,111,14,0.56,0.76,0.057,0.0000108,189,397,0
Chili con carne with chicken or turkey and beans,8.42,7.36,2.4,0.005875,0.233,0.103,2.571,0.236,0.015,0.00031,5.7,0,0.58,0.004,32,104,23,1.13,1,0.12,0.0000079,278,372,0
Chicken with gravy,18.88,1.58,0,0.00625,0.056,0.143,5.38,0.18,0.007,0.00025,0,0,0.32,0.0002,13,171,17,0.54,1.14,0.05,0.0000168,207,526,0
Chicken or turkey fricassee,10.65,3.5,0.1,0.003125,0.064,0.12,3.144,0.092,0.009,0.00014,0,0.0002,0.3,0,9,94,10,0.51,0.66,0.039,0.0000105,117,418,0
Turkey with gravy,20.46,1.58,0,0.003125,0.04,0.211,6.706,0.456,0.007,0.00066,0,0.0002,0.07,0.0002,12,161,21,0.74,1.77,0.069,0.0000215,179,356,0
Chicken or turkey with cream sauce,19.81,2.74,0,0.046916667,0.074,0.174,5.422,0.224,0.009,0.00038,0,0.0004,0.57,0.0015,46,197,20,0.59,1.25,0.048,0.0000179,241,513,0
Chicken or turkey with mushroom sauce,19.29,1.84,0.1,0.0125,0.055,0.144,5.379,0.18,0.007,0.00028,0,0.0001,0.39,0.0039,25,181,18,0.55,1.18,0.049,0.0000175,223,521,0
Chicken or turkey with teriyaki,25.73,1.62,0,0.008333333,0.069,0.178,7.255,0.242,0.01,0.00034,0,0,0.39,0,16,239,28,0.86,1.52,0.07,0.0000226,285,723,0
Chicken shredded or pulled with barbecue sauce,19,12.23,0.3,0.006375,0.056,0.144,5.498,0.195,0.007,0.00026,0.2,0,0.53,0.0005,20,172,20,0.7,1.18,0.066,0.0000172,265,550,0
Sweet and sour chicken or turkey,10.1,23.86,1,0.00375,0.053,0.043,3.657,0.257,0.011,0.00009,2.4,0.0002,0.82,0.0225,45,135,15,2.12,0.42,0.039,0.0000115,158,246,0
Sweet and sour chicken or turkey without vegetables,10.1,23.86,1,0.00375,0.053,0.043,3.657,0.257,0.011,0.00009,2.4,0.0002,0.82,0.0225,45,135,15,2.12,0.42,0.039,0.0000115,158,246,0
Chicken curry,6.47,6.47,1.4,0.004,0.048,0.078,2.118,0.15,0.015,0.00008,8.6,0,1.13,0.0094,20,78,18,0.73,0.53,0.084,0.0000053,280,376,0
Chicken curry with rice,4.95,15.08,1,0.002208333,0.094,0.052,1.858,0.127,0.032,0.00005,5.2,0,0.7,0.0057,16,64,15,0.92,0.51,0.078,0.0000061,182,323,0
Chicken with mole sauce,18.97,3.22,0.3,0.006666667,0.061,0.144,5.415,0.189,0.008,0.00025,0.1,0,0.48,0.0009,13,172,21,0.78,1.19,0.074,0.0000169,232,542,15
Chicken or turkey with cheese sauce,21.77,1.64,0,0.03125,0.062,0.2,5.361,0.186,0.01,0.00036,0.2,0.0003,0.31,0.0003,103,234,22,0.61,1.5,0.05,0.0000187,237,527,0
Chicken or turkey cordon bleu,22.63,9.26,0.6,0.046083333,0.176,0.197,7.096,0.251,0.022,0.00039,1.8,0.0001,0.59,0.0249,97,245,25,1.1,1.23,0.068,0.0000239,254,607,0
Chicken or turkey parmigiana,16.25,8.26,0.8,0.045041667,0.093,0.205,3.429,0.251,0.017,0.00024,2,0.0002,1.17,0.005,118,179,21,1,1.08,0.078,0.0000199,228,415,0
Orange chicken,14.46,22.46,0.8,0.077125,0.043,0.22,3.59,0.23,0.01,0.0002,0.9,0.0001,1.07,0.0244,14,130,20,0.94,1.13,0.042,0.0000171,209,553,0
Sesame chicken,14.33,26.88,0.7,0.085458333,0.04,0.225,3.96,0.267,0.008,0.00025,1,0.0001,1.31,0.0271,12,130,22,1.09,0.91,0.051,0.0000167,204,482,0
Chicken kiev,21.31,5.45,0.1,0.077125,0.094,0.209,7.11,0.238,0.019,0.0003,0,0.0001,0.66,0.0007,43,210,24,0.65,0.84,0.058,0.0000265,257,656,0
Stuffed chicken drumstick or breast Puerto Rican style,28.07,6.53,0.3,0.055333333,0.15,0.311,7.03,0.263,0.024,0.00066,2.1,0.0004,0.68,0.0024,86,288,26,1.37,2,0.077,0.0000295,296,886,0
Fish with cream or white sauce not tuna or lobster,17.04,2.74,0,0.051083333,0.087,0.102,1.878,0.249,0.008,0.00086,0.7,0.0012,0.85,0.0015,46,127,33,0.42,0.54,0.028,0.0000274,217,346,0
Crab deviled,11.74,13.61,0.5,0.089083333,0.108,0.175,2.256,0.13,0.042,0.00176,4.5,0.0006,2.13,0.0228,80,156,26,1.03,2.15,0.438,0.0000274,223,651,0
Crab imperial,13.96,3.2,0.2,0.075166667,0.051,0.169,1.831,0.13,0.041,0.00233,4.9,0.0007,1.87,0.006,87,194,28,0.6,2.66,0.525,0.0000326,222,482,0
Fish timbale or mousse,10.23,1.76,0,0.119833333,0.03,0.119,0.728,0.088,0.01,0.0008,0.1,0.0024,0.75,0.0009,43,202,15,0.42,0.46,0.025,0.0000216,147,253,0
Lobster newburg,11.62,4.14,0.1,0.150125,0.042,0.167,1.012,0.092,0.015,0.0008,0.3,0.001,0.83,0.0017,111,166,26,0.39,2.19,0.724,0.0000398,202,476,0
Lobster with butter sauce,17,0.01,0,0.078166667,0.021,0.019,1.634,0.106,0.01,0.00129,0,0,1.14,0.0008,88,167,38,0.26,3.62,1.38,0.0000652,207,503,0
Shrimp cocktail,15.37,10.76,0.6,0.061708333,0.028,0.032,2.035,0.186,0.022,0.00109,4,0.0001,1.81,0.0018,69,210,30,0.5,1.2,0.207,0.0000331,218,509,0
Tuna with cream or white sauce,14.42,2.81,0,0.053166667,0.046,0.105,7.058,0.276,0.005,0.00192,0,0.0012,0.52,0.0016,49,127,20,1.25,0.6,0.037,0.0000485,170,329,0
Seafood newburg,12.02,4.37,0.1,0.163708333,0.044,0.179,1.281,0.116,0.023,0.00113,0.8,0.001,1.14,0.0018,109,192,24,0.43,1.78,0.414,0.0000316,197,405,0
Seafood sauce,8.52,2.55,0.1,0.05625,0.014,0.032,0.277,0.022,0.003,0.00808,0.7,0,2.94,0.0119,32,153,16,1.2,0.34,0.17,0.0000188,274,463,0
Spaghetti sauce with seafood,5.33,7.09,1.5,0.015666667,0.022,0.057,3.289,0.143,0.012,0.00182,2,0,2.16,0.0113,42,77,21,1.08,0.42,0.099,0.0000103,326,432,0
Spaghetti sauce with seafood and added vegetables,5.34,6.59,1.4,0.015708333,0.029,0.072,2.889,0.142,0.014,0.00182,9.8,0,1.79,0.0095,39,79,20,1.1,0.47,0.121,0.0000108,317,353,0
Shrimp with lobster sauce,16.78,2.22,0,0.010416667,0.1,0.092,0.931,0.076,0.009,0.0006,2.9,0.0002,1.23,0.0045,100,163,25,1.61,1.7,0.178,0.0000358,114,1031,0
Sweet and sour shrimp,7.14,15.53,0.8,0.026166667,0.068,0.064,1.195,0.129,0.015,0.00036,11.2,0.0001,1.52,0.0103,44,125,18,0.68,0.6,0.126,0.0000146,146,353,0
Fish sauce,5.06,3.64,0,0.004166667,0.012,0.057,2.313,0.396,0.051,0.00048,0.5,0,0,0,43,7,175,0.78,0.2,0.05,0.0000091,288,7851,0
Shrimp scampi,19.63,1.76,0.1,0.080458333,0.029,0.023,2.32,0.219,0.023,0.00142,2.3,0.0001,3.42,0.03,82,265,33,0.44,1.42,0.226,0.0000426,158,96,0
Fish moochim,37.83,10.18,0.8,0.025,0.186,0.171,4.87,0.533,0.021,0.00565,2,0.0023,1.86,0.0031,102,594,103,2,1.33,0.174,0.000085,926,4950,0
Fish with tomato-based sauce,16.28,1.59,0.4,0.010666667,0.068,0.074,2.033,0.225,0.007,0.00073,2.7,0.0008,1,0.0009,14,104,34,0.63,0.47,0.059,0.0000264,259,350,0
Fish curry,4.94,6.58,1.4,0.01025,0.039,0.05,1.151,0.147,0.016,0.00028,8.6,0.0001,1.27,0.0095,25,78,18,0.63,0.37,0.095,0.0000074,266,381,0
Fish curry with rice,4.03,15.15,1,0.006333333,0.088,0.035,1.277,0.125,0.033,0.00017,5.2,0,0.78,0.0057,19,64,15,0.86,0.42,0.085,0.0000074,173,327,0
Mussels with tomato-based sauce,12.2,5.02,0.4,0.045041667,0.158,0.216,1.688,0.072,0.034,0.0108,8.2,0,0.91,0.0008,30,154,38,3.8,1.66,0.109,0.000045,362,404,0
Sardines with tomato-based sauce,20.86,0.54,0.1,0.033416667,0.044,0.233,4.2,0.123,0.024,0.009,1,0.0048,1.38,0.0004,240,366,34,2.3,1.4,0.272,0.0000406,341,414,0
Sardines with mustard sauce,20.86,0.54,0.1,0.033416667,0.044,0.233,4.2,0.123,0.024,0.009,1,0.0048,1.38,0.0004,240,366,34,2.3,1.4,0.272,0.0000406,341,414,0
Shrimp teriyaki,21.62,3.34,0,0.085416667,0.033,0.031,2.614,0.234,0.023,0.00152,0,0.0001,2.02,0.0004,87,300,42,0.51,1.51,0.249,0.0000455,184,581,0
Scallops with cheese sauce,17.48,5.43,0,0.026083333,0.022,0.09,0.814,0.092,0.017,0.00161,0.2,0.0003,0.03,0.0003,100,367,32,0.51,1.46,0.029,0.0000172,262,615,0
Ceviche,10.34,3.58,0.5,0.017041667,0.039,0.014,0.307,0.241,0.011,0.00146,16,0.005,0.74,0.0041,25,106,21,0.24,0.24,0.033,0.0000187,286,158,0
Crabs in tomato-based sauce Puerto Rican style,12.52,2.96,0.6,0.001291667,0.028,0.079,2.066,0.152,0.039,0.00225,7.7,0,2.74,0.0097,73,169,30,0.72,2.66,0.595,0.0000293,263,618,0
Shrimp in garlic sauce Puerto Rican style,11.56,2.51,0.2,0.14675,0.026,0.024,1.497,0.175,0.021,0.00089,11.8,0.0006,4.32,0.0444,52,209,21,0.41,0.86,0.161,0.0000248,133,477,0
Stewed codfish no potatoes Puerto Rican style,12.05,4.27,1.1,0.001416667,0.04,0.053,0.974,0.161,0.01,0.00114,18.4,0.0004,1.46,0.0055,17,167,18,0.56,0.3,0.072,0.0000173,238,107,0
Meat with barbecue sauce NS as to type of meat,20.88,12.74,0.3,0.000125,0.037,0.117,4.742,0.237,0.007,0.0009,0.2,0.0001,0.56,0.0017,21,142,19,1.6,3.92,0.087,0.0000241,278,357,0
Meatballs NS as to type of meat with sauce,18.03,0.13,0,0.017708333,0.035,0.157,3.347,0.255,0.01,0.00185,0,0.0002,0.18,0.0011,23,146,15,1.79,4.2,0.062,0.000017,213,812,0
Meat loaf Puerto Rican style,19.79,10.59,0.6,0.039583333,0.176,0.304,3.16,0.204,0.03,0.00107,1,0.0007,1.2,0.0092,29,155,17,2.17,3.29,0.079,0.000029,225,629,0
Meat with tomato-based sauce,21.72,1.58,0.4,0.00025,0.056,0.132,4.015,0.309,0.009,0.00119,2,0.0001,0.73,0.0019,9,143,18,2.05,3.69,0.086,0.0000223,264,355,0
Spaghetti sauce with meat,5.93,6.54,1.5,0.002125,0.028,0.082,4.133,0.209,0.012,0.00051,1.6,0,1.97,0.0116,26,64,19,1.1,1.32,0.081,0.0000051,316,415,0
Spaghetti sauce with meat and added vegetables,5.94,6.04,1.4,0.002166667,0.035,0.097,3.733,0.208,0.014,0.00051,9.4,0,1.6,0.0098,24,66,18,1.11,1.37,0.104,0.0000056,307,335,0
Stewed seasoned ground beef and pork Mexican style,16.7,1.48,0.3,0.001208333,0.176,0.155,3.828,0.313,0.006,0.00098,4.1,0.0002,0.17,0.0015,19,154,19,1.23,2.78,0.071,0.0000208,280,342,0
Meat with gravy NS as to type of meat,21.56,1.58,0,0,0.056,0.129,3.816,0.288,0.008,0.00119,0,0.0001,0.33,0.0012,8,140,15,1.79,3.64,0.057,0.0000222,188,360,0
Beef and potatoes no sauce,7.92,14.52,1.3,0,0.086,0.049,2.119,0.283,0.009,0.00037,5.4,0,0.44,0.0053,8,71,19,0.78,1.33,0.138,0.0000071,293,305,0
Beef stew with potatoes tomato-based sauce,8.99,9.94,1,0.000125,0.061,0.093,2.339,0.223,0.018,0.00056,12.1,0,0.33,0.0032,15,103,21,1.24,2.1,0.088,0.0000092,362,197,0
Beef stew with potatoes tomato-based sauce Mexican style,12.48,6.47,0.9,0.000125,0.052,0.112,2.906,0.212,0.011,0.00084,4,0.0001,0.42,0.0015,16,126,20,1.45,3.02,0.094,0.0000136,315,356,0
Beef goulash with potatoes,11.46,7.68,0.9,0.000166667,0.071,0.104,3.331,0.257,0.014,0.00066,13.4,0,0.52,0.0047,17,125,21,1.36,2.09,0.091,0.0000139,327,178,0
Beef and potatoes with cream sauce white sauce or mushroom sauce,7.73,8.67,0.7,0.0125,0.052,0.07,1.535,0.16,0.005,0.0004,1.7,0.0003,0.31,0.0097,32,78,12,0.66,1.25,0.066,0.0000094,186,331,0
Beef stew with potatoes gravy,9.19,7.63,0.9,0,0.051,0.081,2.194,0.198,0.011,0.0006,5.8,0,0.3,0.003,13,99,18,1.12,2.19,0.079,0.0000098,282,176,0
Beef roast hash,12.2,10.74,1,0,0.083,0.116,2.044,0.269,0.009,0.00103,5.5,0.0001,0.49,0.0009,10,118,21,1.4,2.9,0.155,0.0000106,328,484,0
Corned beef hash,8.73,9.27,1.1,0,0.069,0.05,1.572,0.231,0.007,0.00041,0.9,0,0.04,0.0018,19,56,13,1,1.4,0,0.0000075,172,412,0
Beef and potatoes with cheese sauce,8.15,11.1,0.9,0.023958333,0.069,0.102,1.45,0.199,0.009,0.00034,3.7,0.0003,0.09,0.0015,94,112,18,0.61,1.23,0.097,0.0000066,233,316,0
Stewed seasoned ground beef with potatoes Mexican style,9.9,5.61,0.8,0.00225,0.041,0.093,2.392,0.191,0.008,0.00085,12.1,0.0001,0.17,0.0028,16,104,17,1.35,2.34,0.076,0.0000082,290,172,0
Beef and noodles no sauce,11.37,16.24,0.8,0.019833333,0.202,0.146,3.015,0.15,0.057,0.00095,0,0.0001,0.32,0.0023,16,113,20,1.76,2.47,0.09,0.0000225,125,382,0
Beef and macaroni with cheese sauce,9.12,12.31,0.5,0.017708333,0.119,0.132,2.114,0.115,0.026,0.00073,0,0.0002,0.09,0.0006,52,104,16,1.05,1.84,0.066,0.0000146,142,398,0
Beef and noodles with tomato-based sauce,8.74,10.67,0.4,0.007333333,0.089,0.11,1.671,0.07,0.012,0.00053,0.1,0.0001,0.17,0.0021,24,68,11,1.17,1.82,0.05,0.0000094,114,274,0
Chili con carne with beans and macaroni,5.8,16.91,3,0.00075,0.071,0.052,0.977,0.093,0.031,0.00022,0.2,0,0.41,0.0036,27,81,26,1.33,0.81,0.097,0.0000085,217,353,0
Beef goulash with noodles,12.5,10.88,0.7,0.002208333,0.146,0.138,3.75,0.192,0.038,0.0007,4.9,0,0.56,0.0041,18,134,21,1.61,2.25,0.091,0.0000218,211,164,0
Beef and noodles with gravy,7.7,15.39,0.7,0.004166667,0.176,0.118,2.094,0.099,0.048,0.00033,0,0.0001,0.39,0.0024,11,79,16,1.24,1.23,0.071,0.0000183,75,304,0
Beef and noodles with cream or white sauce,7.85,15.02,0.6,0.04275,0.177,0.137,1.929,0.133,0.045,0.00042,0,0.0004,0.43,0.0017,43,96,17,1.17,1.21,0.063,0.0000175,101,296,0
Beef stroganoff with noodles,7.66,8.84,0.7,0.019791667,0.086,0.091,2.467,0.108,0.023,0.00028,0.4,0.0001,0.46,0.0061,29,92,14,0.91,1.37,0.069,0.0000133,146,313,0
Beef and noodles with mushroom sauce,7.54,14.97,0.8,0.009375,0.163,0.11,1.939,0.093,0.044,0.00035,0,0.0002,0.42,0.0072,23,84,15,1.16,1.17,0.066,0.0000176,91,310,0
Beef and noodles with soy-based sauce,13.18,7.64,0.6,8.33E-05,0.045,0.083,2.358,0.211,0.01,0.00068,2.3,0,0.96,0.0196,16,97,15,1.25,2.18,0.059,0.0000138,172,273,0
Beef and rice no sauce,7.27,17.23,0.2,0,0.113,0.038,1.887,0.131,0.037,0.00031,0,0,0.48,0.004,8,62,11,1.2,1.26,0.058,0.0000104,68,312,0
Biryani with meat,8.5,12.2,1,0.010666667,0.061,0.08,1.763,0.136,0.021,0.00047,5.6,0.0001,0.25,0.0062,33,76,17,1.12,1.45,0.077,0.0000092,229,99,0
Beef and rice with tomato-based sauce,6.39,15.88,0.7,0.000291667,0.101,0.051,1.863,0.138,0.034,0.00026,2.1,0,0.94,0.0053,11,59,14,1.29,1.11,0.082,0.0000088,146,308,0
Porcupine balls with tomato-based sauce,10.35,13.39,0.6,0.001291667,0.078,0.073,2.483,0.18,0.02,0.00096,4.4,0,0.16,0.0017,18,91,15,1.48,2.39,0.07,0.0000101,310,507,0
Chili con carne with beans and rice,5.07,16.65,2.6,0.00075,0.053,0.025,0.946,0.102,0.03,0.00021,0.2,0,0.39,0.0035,28,77,24,1.31,0.8,0.09,0.0000045,210,343,0
Beef and rice with gravy,6.28,15.98,0.2,0,0.101,0.048,1.66,0.117,0.032,0.00026,0,0,0.45,0.0037,10,58,10,1.03,1.07,0.053,0.0000088,69,315,0
Beef and rice with cream sauce,6.69,15.89,0.2,0.038583333,0.111,0.074,1.576,0.15,0.031,0.00036,0,0.0004,0.46,0.0027,41,77,12,1,1.1,0.047,0.0000091,96,305,0
Beef and rice with mushroom sauce,6.25,15.54,0.4,0.00625,0.095,0.046,1.549,0.11,0.029,0.00029,0,0.0002,0.47,0.0082,21,64,10,0.97,1.03,0.049,0.0000089,84,313,0
Porcupine balls with mushroom sauce,10.33,10.71,0.5,0.002083333,0.069,0.074,2.336,0.159,0.021,0.00096,0.5,0.0001,0.21,0.0069,18,89,12,1.35,2.37,0.062,0.00001,151,607,0
Beef and rice with soy-based sauce,13.57,8.05,0.5,0.000125,0.072,0.086,2.662,0.232,0.021,0.00069,2.3,0,0.98,0.02,18,103,17,1.47,2.26,0.066,0.0000145,181,275,0
Beef and rice with cheese sauce,8.07,14.64,0.4,0.010625,0.093,0.069,1.952,0.121,0.029,0.00065,0.3,0,0.14,0.0008,33,79,11,1.35,1.75,0.071,0.0000085,105,301,0
Meat loaf made with beef,17.49,7.19,0.4,0.0125,0.083,0.189,3.737,0.275,0.019,0.00168,0.6,0.0001,0.16,0.0011,65,170,19,2.06,3.82,0.074,0.0000171,274,420,0
Meat loaf made with beef with tomato-based sauce,13.79,6.76,0.7,0.009625,0.068,0.161,3.113,0.234,0.017,0.00127,2,0.0001,0.45,0.0015,53,137,18,1.81,3,0.083,0.0000133,279,432,0
Beef wellington,19.1,10.1,0.4,0.015625,0.149,0.334,3.263,0.25,0.033,0.0021,0.6,0.0003,1.01,0.007,9,169,20,3.3,3.32,0.14,0.0000233,268,182,0
Corned beef patty,8.73,9.27,1.1,0,0.069,0.05,1.572,0.231,0.007,0.00041,0.9,0,0.04,0.0018,19,56,13,1,1.4,0,0.0000075,172,412,0
Stuffed pot roast with potatoes Puerto Rican style,24.4,7.77,1,0,0.125,0.209,4.241,0.387,0.013,0.00221,6.7,0.0003,0.75,0.0071,14,257,35,2.5,3.72,0.139,0.0000226,573,1018,0
Beef stew with potatoes Puerto Rican style,14.57,6.56,1,0.000208333,0.071,0.132,2.672,0.272,0.01,0.00138,8.7,0.0001,1.11,0.0095,16,156,25,1.75,2.29,0.11,0.0000134,403,572,0
Stewed corned beef Puerto Rican style,13.43,10.32,1.4,0.000125,0.044,0.089,1.726,0.217,0.01,0.00068,7.8,0.0001,0.76,0.0044,14,85,20,1.46,1.78,0.1,0.0000194,306,499,0
Meat loaf made with ham,20.67,6.13,0.3,0.024,0.363,0.27,4.773,0.346,0.011,0.0005,3,0.0009,0.57,0.0058,28,252,22,1.27,2.13,0.11,0.0000298,323,880,0
Ham and noodles with cream or white sauce,6.8,15.32,0.6,0.043791667,0.279,0.165,2.086,0.122,0.045,0.00028,0,0.0005,0.42,0.0015,44,111,18,1.02,0.83,0.075,0.0000161,127,481,0
Ham and rice with mushroom sauce,5.37,16.28,0.4,0.00625,0.196,0.073,1.74,0.101,0.03,0.00016,0,0.0003,0.44,0.0081,22,80,11,0.84,0.68,0.062,0.0000076,111,580,0
Ham or pork with stuffing,6.26,10.43,0.4,0.062625,0.247,0.113,1.765,0.113,0.021,0.00013,0.1,0.0001,0.78,0.0073,21,62,11,0.71,0.55,0.049,0.0000124,108,319,0
Ham croquette,17.98,2.58,0.2,0.01775,0.549,0.292,4.582,0.249,0.009,0.0006,0.3,0.0008,1.27,0.0238,18,229,19,1.3,1.96,0.123,0.0000182,323,1178,0
Pork and rice with tomato-based sauce,6.42,16.78,0.7,0.000291667,0.258,0.081,2.054,0.17,0.034,0.00012,2.3,0.0001,0.89,0.0047,13,72,16,1.13,0.74,0.083,0.0000098,182,311,0
Sausage and rice with tomato-based sauce,4.63,16.4,0.7,0.004458333,0.131,0.054,2.016,0.109,0.033,0.00015,2.2,0.0002,0.73,0.0021,12,54,13,1.1,0.7,0.083,0.0000073,163,673,0
Sausage and rice with mushroom sauce,4.86,16.8,0.4,0.011458333,0.129,0.051,1.768,0.086,0.03,0.0002,0,0.0004,0.31,0.0059,23,61,10,0.83,0.69,0.052,0.0000079,104,488,0
Sausage and rice with cheese sauce,6.32,13.94,0.2,0.026041667,0.116,0.092,1.501,0.078,0.028,0.00022,0.2,0.0004,0.16,0.0002,88,98,13,0.77,0.87,0.047,0.0000077,97,373,0
Sausage and noodles with cream or white sauce,5.9,14.83,0.6,0.045875,0.192,0.135,1.987,0.1,0.041,0.00031,0,0.0006,0.48,0.0014,42,88,16,0.95,0.79,0.061,0.0000155,112,362,0
Ham and noodles no sauce,7.15,15.88,0.8,0.004166667,0.321,0.148,2.475,0.088,0.054,0.00019,0,0.0002,0.46,0.003,10,101,18,1.19,0.88,0.091,0.0000188,101,483,0
Ham or pork and rice no sauce,6.73,16.8,0.2,0,0.279,0.067,1.935,0.154,0.035,0.00013,0.1,0.0001,0.42,0.0037,10,70,12,0.92,0.75,0.054,0.0000108,97,307,0
Ham or pork and potatoes with gravy,5.4,11.68,0.9,0.001041667,0.21,0.075,1.638,0.227,0.005,0.00011,3.8,0.0001,0.54,0.006,10,64,15,0.36,0.54,0.099,0.0000056,242,301,0
Ham or pork and potatoes with cheese sauce,7.86,11.11,0.9,0.024,0.205,0.126,1.527,0.22,0.007,0.0002,3.8,0.0004,0.06,0.0013,96,120,19,0.4,0.85,0.095,0.0000071,258,300,0
Stewed pig's feet Puerto Rican style,9.99,4.13,0.5,0.002458333,0.054,0.07,0.954,0.111,0.006,0.00022,5.4,0.0001,0.49,0.0032,12,67,11,0.77,0.68,0.08,0.0000102,180,483,0
Stuffed pork roast Puerto Rican style,18.75,1.92,0.5,0.00125,0.331,0.242,4.052,0.296,0.006,0.00052,6.1,0.0007,0.72,0.0019,17,184,20,0.88,2.34,0.104,0.0000215,326,390,0
Pork stew with potatoes tomato-based sauce Mexican style,13.08,5.06,0.7,0.000166667,0.23,0.156,3.441,0.304,0.007,0.00028,3.1,0.0003,0.39,0.0007,15,141,20,0.81,1.39,0.082,0.0000203,321,383,0
Lamb or mutton loaf,13.1,7.42,0.3,0.028375,0.07,0.197,3.18,0.092,0.017,0.0013,0.5,0.0005,0.24,0.0114,52,136,17,1.34,2.77,0.075,0.0000166,183,466,0
Lamb or mutton and potatoes with gravy,5.13,12.53,1,0,0.077,0.068,1.881,0.175,0.008,0.00041,4,0,0.31,0.0047,11,59,16,0.5,0.9,0.116,0.0000046,241,308,0
Lamb or mutton and potatoes with tomato-based sauce,5.26,12.48,1.5,0.000291667,0.077,0.072,2.101,0.197,0.011,0.00041,6.2,0,0.81,0.006,12,61,19,0.78,0.94,0.146,0.0000046,322,301,0
Lamb or mutton and noodles with gravy,6.8,15.63,0.7,0.004166667,0.184,0.134,2.342,0.055,0.05,0.00047,0,0.0001,0.15,0.001,13,80,16,1.15,1.12,0.08,0.0000177,86,314,0
Meat loaf made with venison/deer,19.03,6.3,0.4,0.017708333,0.304,0.289,4.407,0.213,0.013,0.00117,0.5,0.0003,0.44,0.0011,52,194,22,2.7,3.48,0.129,0.000012,310,381,0
Veal and noodles with cream or white sauce,8.34,14.48,0.6,0.041708333,0.169,0.159,2.596,0.122,0.045,0.00033,0,0.0004,0.53,0.0035,42,101,18,0.96,1,0.07,0.0000146,116,296,0
Venison or deer and noodles with cream or white sauce,8.36,14.48,0.6,0.041708333,0.182,0.202,2.153,0.139,0.044,0.0006,0,0.0004,0.57,0.0027,42,103,18,1.48,1.66,0.091,0.0000149,106,294,0
Chicken or turkey hash,9.64,8.16,1.3,0.001333333,0.041,0.117,3.368,0.309,0.022,0.00026,4,0.0001,0.45,0.0133,22,97,22,0.73,0.9,0.078,0.0000093,333,254,0
Chicken or turkey and potatoes with gravy,7.26,8.9,0.9,0.002083333,0.058,0.068,2.264,0.167,0.01,0.00008,6.1,0,0.66,0.0063,11,80,16,0.61,0.5,0.065,0.0000067,232,441,0
Chicken or turkey and noodles no sauce,7.73,15.47,0.7,0.005208333,0.191,0.117,2.679,0.074,0.053,0.00012,0,0.0001,0.61,0.0043,11,91,17,1.04,0.7,0.074,0.0000191,75,353,0
Chicken or turkey and noodles with gravy,6.99,15.23,0.7,0.005208333,0.174,0.12,2.434,0.073,0.047,0.00011,0,0.0001,0.5,0.0034,12,86,16,0.94,0.64,0.069,0.0000168,79,350,0
Chicken or turkey and noodles with mushroom sauce,6.92,14.87,0.8,0.011458333,0.162,0.112,2.257,0.069,0.043,0.00015,0,0.0002,0.5,0.0078,24,90,16,0.89,0.63,0.064,0.0000163,94,337,0
Chicken or turkey and noodles with cream or white sauce,7.38,15.23,0.6,0.044833333,0.18,0.142,2.29,0.111,0.046,0.00023,0,0.0004,0.49,0.0021,45,104,18,0.92,0.7,0.062,0.0000166,107,345,0
